sample_id	study_id	cell_or_tissue
SAMN04185202	SRP064894	esophagus
SAMN04185210	SRP064894	esophagus
SAMN04185220	SRP064894	esophagus
SAMN04185223	SRP064894	esophagus
SAMN04185201	SRP064894	esophagus
SAMN04185212	SRP064894	esophagus
SAMN04185219	SRP064894	esophagus
SAMN04185206	SRP064894	esophagus
SAMN04185207	SRP064894	esophagus
SAMN04185226	SRP064894	esophagus
SAMN04185215	SRP064894	esophagus
SAMN04185211	SRP064894	esophagus
SAMN04185216	SRP064894	esophagus
SAMN04185200	SRP064894	esophagus
SAMN04185217	SRP064894	esophagus
SAMN04185208	SRP064894	esophagus
SAMN04185225	SRP064894	esophagus
SAMN04185221	SRP064894	esophagus
SAMN04185222	SRP064894	esophagus
SAMN04185205	SRP064894	esophagus
SAMN04185209	SRP064894	esophagus
SAMN04185218	SRP064894	esophagus
SAMN04185198	SRP064894	esophagus
SAMN04185199	SRP064894	esophagus
SAMN04185204	SRP064894	esophagus
SAMN04185197	SRP064894	esophagus
SAMN04185224	SRP064894	esophagus
SAMN04185203	SRP064894	esophagus
SAMN04185213	SRP064894	esophagus
SAMN04185214	SRP064894	esophagus
SAMN04994154	SRP064970	breast cancer
SAMN04994155	SRP064970	breast cancer
SAMN04994157	SRP064970	breast cancer
SAMN04994158	SRP064970	breast cancer
SAMN04994156	SRP064970	breast cancer
SAMN04994159	SRP064970	breast cancer
SAMN04196764	SRP065036	induced pluripotent stem cell
SAMN04196760	SRP065036	induced pluripotent stem cell
SAMN04196780	SRP065036	induced pluripotent stem cell
SAMN04196776	SRP065036	induced pluripotent stem cell
SAMN04196766	SRP065036	induced pluripotent stem cell
SAMN04196778	SRP065036	induced pluripotent stem cell
SAMN04196761	SRP065036	induced pluripotent stem cell
SAMN04196765	SRP065036	induced pluripotent stem cell
SAMN04196779	SRP065036	induced pluripotent stem cell
SAMN04196762	SRP065036	induced pluripotent stem cell
SAMN04196777	SRP065036	induced pluripotent stem cell
SAMN04196782	SRP065036	induced pluripotent stem cell
SAMN04196763	SRP065036	induced pluripotent stem cell
SAMN04196781	SRP065036	induced pluripotent stem cell
SAMN04196767	SRP065036	induced pluripotent stem cell
SAMN04196783	SRP065036	induced pluripotent stem cell
SAMN04201766	SRP065202	epithelial cell
SAMN04201765	SRP065202	epithelial cell
SAMN04201756	SRP065202	epithelial cell
SAMN04201762	SRP065202	epithelial cell
SAMN04201759	SRP065202	epithelial cell
SAMN04201757	SRP065202	epithelial cell
SAMN04201767	SRP065202	epithelial cell
SAMN04201763	SRP065202	epithelial cell
SAMN04201758	SRP065202	epithelial cell
SAMN04201764	SRP065202	epithelial cell
SAMN04201760	SRP065202	epithelial cell
SAMN04201761	SRP065202	epithelial cell
SAMN04211750	SRP065206	fibroblast
SAMN04211778	SRP065206	fibroblast
SAMN04211792	SRP065206	fibroblast
SAMN04211775	SRP065206	fibroblast
SAMN04211724	SRP065206	fibroblast
SAMN04211770	SRP065206	fibroblast
SAMN04211786	SRP065206	fibroblast
SAMN04211764	SRP065206	fibroblast
SAMN04211754	SRP065206	fibroblast
SAMN04211766	SRP065206	fibroblast
SAMN04211725	SRP065206	fibroblast
SAMN04211787	SRP065206	fibroblast
SAMN04211751	SRP065206	fibroblast
SAMN04211791	SRP065206	fibroblast
SAMN04211741	SRP065206	fibroblast
SAMN04211737	SRP065206	fibroblast
SAMN04211769	SRP065206	fibroblast
SAMN04211762	SRP065206	fibroblast
SAMN04211748	SRP065206	fibroblast
SAMN04211734	SRP065206	fibroblast
SAMN04211730	SRP065206	fibroblast
SAMN04211755	SRP065206	fibroblast
SAMN04211772	SRP065206	fibroblast
SAMN04211774	SRP065206	fibroblast
SAMN04211726	SRP065206	fibroblast
SAMN04211739	SRP065206	fibroblast
SAMN04211776	SRP065206	fibroblast
SAMN04211773	SRP065206	fibroblast
SAMN04211735	SRP065206	fibroblast
SAMN04211732	SRP065206	fibroblast
SAMN04211747	SRP065206	fibroblast
SAMN04211736	SRP065206	fibroblast
SAMN04211728	SRP065206	fibroblast
SAMN04211733	SRP065206	fibroblast
SAMN04211771	SRP065206	fibroblast
SAMN04211779	SRP065206	fibroblast
SAMN04211765	SRP065206	fibroblast
SAMN04211784	SRP065206	fibroblast
SAMN04211783	SRP065206	fibroblast
SAMN04211753	SRP065206	fibroblast
SAMN04211781	SRP065206	fibroblast
SAMN04211752	SRP065206	fibroblast
SAMN04211777	SRP065206	fibroblast
SAMN04211790	SRP065206	fibroblast
SAMN04211794	SRP065206	fibroblast
SAMN04211740	SRP065206	fibroblast
SAMN04211780	SRP065206	fibroblast
SAMN04211763	SRP065206	fibroblast
SAMN04211768	SRP065206	fibroblast
SAMN04211731	SRP065206	fibroblast
SAMN04211729	SRP065206	fibroblast
SAMN04211767	SRP065206	fibroblast
SAMN04211756	SRP065206	fibroblast
SAMN04211738	SRP065206	fibroblast
SAMN04211795	SRP065206	fibroblast
SAMN04211749	SRP065206	fibroblast
SAMN04211785	SRP065206	fibroblast
SAMN04211789	SRP065206	fibroblast
SAMN04211760	SRP065206	fibroblast
SAMN04211759	SRP065206	fibroblast
SAMN04211744	SRP065206	fibroblast
SAMN04211743	SRP065206	fibroblast
SAMN04211782	SRP065206	fibroblast
SAMN04211757	SRP065206	fibroblast
SAMN04211758	SRP065206	fibroblast
SAMN04211742	SRP065206	fibroblast
SAMN04211746	SRP065206	fibroblast
SAMN04211793	SRP065206	fibroblast
SAMN04211745	SRP065206	fibroblast
SAMN04211761	SRP065206	fibroblast
SAMN04211788	SRP065206	fibroblast
SAMN04211727	SRP065206	fibroblast
SAMN04227699	SRP065559	ovary
SAMN04227680	SRP065559	breast
SAMN04227681	SRP065559	breast
SAMN04227698	SRP065559	ovary
SAMN04227687	SRP065559	ovary
SAMN04227684	SRP065559	ovary
SAMN04227683	SRP065559	ovary
SAMN04227682	SRP065559	breast
SAMN04227689	SRP065559	ovary
SAMN04227697	SRP065559	ovary
SAMN04227692	SRP065559	ovary
SAMN04227678	SRP065559	breast
SAMN04227691	SRP065559	ovary
SAMN04227694	SRP065559	ovary
SAMN04227696	SRP065559	ovary
SAMN04227693	SRP065559	ovary
SAMN04227686	SRP065559	ovary
SAMN04227688	SRP065559	ovary
SAMN04227690	SRP065559	ovary
SAMN04227677	SRP065559	breast
SAMN04227700	SRP065559	ovary
SAMN04227695	SRP065559	ovary
SAMN04227685	SRP065559	ovary
SAMN04227679	SRP065559	breast
SAMN04227006	SRP065607	embryonic kidney
SAMN04227010	SRP065607	embryonic kidney
SAMN04227012	SRP065607	embryonic kidney
SAMN04227009	SRP065607	embryonic kidney
SAMN04227004	SRP065607	embryonic kidney
SAMN04227005	SRP065607	embryonic kidney
SAMN04227007	SRP065607	embryonic kidney
SAMN04227011	SRP065607	embryonic kidney
SAMN04227003	SRP065607	embryonic kidney
SAMN04227008	SRP065607	embryonic kidney
SAMN04276599	SRP066356	monocyte
SAMN04276597	SRP066356	monocyte
SAMN04276603	SRP066356	breast cancer
SAMN04276598	SRP066356	monocyte
SAMN04276601	SRP066356	breast cancer
SAMN04276604	SRP066356	breast cancer
SAMN04276594	SRP066356	monocyte
SAMN04276595	SRP066356	monocyte
SAMN04276602	SRP066356	breast cancer
SAMN04276592	SRP066356	breast cancer
SAMN04276596	SRP066356	monocyte
SAMN04276606	SRP066356	breast cancer
SAMN04276593	SRP066356	monocyte
SAMN04276605	SRP066356	breast cancer
SAMN04276600	SRP066356	breast cancer
SAMN04277410	SRP066394	brain
SAMN04277411	SRP066394	brain
SAMN04277413	SRP066394	brain
SAMN04277415	SRP066394	brain
SAMN04277414	SRP066394	brain
SAMN04277412	SRP066394	brain
SAMN04279056	SRP066428	bone marrow
SAMN04279052	SRP066428	bone marrow
SAMN04279048	SRP066428	bone marrow
SAMN04279050	SRP066428	bone marrow
SAMN04279049	SRP066428	bone marrow
SAMN04279054	SRP066428	bone marrow
SAMN04279053	SRP066428	bone marrow
SAMN04279051	SRP066428	bone marrow
SAMN04279057	SRP066428	bone marrow
SAMN04279055	SRP066428	bone marrow
SAMN04280560	SRP066450	lymphoblastoid
SAMN04280504	SRP066450	lymphoblastoid
SAMN04280393	SRP066450	lymphoblastoid
SAMN04280542	SRP066450	lymphoblastoid
SAMN04280400	SRP066450	lymphoblastoid
SAMN04280729	SRP066450	lymphoblastoid
SAMN04280397	SRP066450	lymphoblastoid
SAMN04280713	SRP066450	lymphoblastoid
SAMN04280634	SRP066450	lymphoblastoid
SAMN04280552	SRP066450	lymphoblastoid
SAMN04280522	SRP066450	lymphoblastoid
SAMN04280518	SRP066450	lymphoblastoid
SAMN04280420	SRP066450	lymphoblastoid
SAMN04280401	SRP066450	lymphoblastoid
SAMN04280703	SRP066450	lymphoblastoid
SAMN04280435	SRP066450	lymphoblastoid
SAMN04280481	SRP066450	lymphoblastoid
SAMN04280654	SRP066450	lymphoblastoid
SAMN04280755	SRP066450	lymphoblastoid
SAMN04280682	SRP066450	lymphoblastoid
SAMN04280541	SRP066450	lymphoblastoid
SAMN04280579	SRP066450	lymphoblastoid
SAMN04280376	SRP066450	lymphoblastoid
SAMN04280693	SRP066450	lymphoblastoid
SAMN04280692	SRP066450	lymphoblastoid
SAMN04280437	SRP066450	lymphoblastoid
SAMN04280686	SRP066450	lymphoblastoid
SAMN04280741	SRP066450	lymphoblastoid
SAMN04280744	SRP066450	lymphoblastoid
SAMN04280611	SRP066450	lymphoblastoid
SAMN04280665	SRP066450	lymphoblastoid
SAMN04280495	SRP066450	lymphoblastoid
SAMN04280422	SRP066450	lymphoblastoid
SAMN04280470	SRP066450	lymphoblastoid
SAMN04280697	SRP066450	lymphoblastoid
SAMN04280379	SRP066450	lymphoblastoid
SAMN04280690	SRP066450	lymphoblastoid
SAMN04280429	SRP066450	lymphoblastoid
SAMN04280445	SRP066450	lymphoblastoid
SAMN04280441	SRP066450	lymphoblastoid
SAMN04280433	SRP066450	lymphoblastoid
SAMN04280525	SRP066450	lymphoblastoid
SAMN04280756	SRP066450	lymphoblastoid
SAMN04280478	SRP066450	lymphoblastoid
SAMN04280396	SRP066450	lymphoblastoid
SAMN04280612	SRP066450	lymphoblastoid
SAMN04280378	SRP066450	lymphoblastoid
SAMN04280367	SRP066450	lymphoblastoid
SAMN04280715	SRP066450	lymphoblastoid
SAMN04280694	SRP066450	lymphoblastoid
SAMN04280718	SRP066450	lymphoblastoid
SAMN04280371	SRP066450	lymphoblastoid
SAMN04280452	SRP066450	lymphoblastoid
SAMN04280442	SRP066450	lymphoblastoid
SAMN04280558	SRP066450	lymphoblastoid
SAMN04280537	SRP066450	lymphoblastoid
SAMN04280364	SRP066450	lymphoblastoid
SAMN04280587	SRP066450	lymphoblastoid
SAMN04280524	SRP066450	lymphoblastoid
SAMN04280621	SRP066450	lymphoblastoid
SAMN04280450	SRP066450	lymphoblastoid
SAMN04280483	SRP066450	lymphoblastoid
SAMN04280436	SRP066450	lymphoblastoid
SAMN04280453	SRP066450	lymphoblastoid
SAMN04280534	SRP066450	lymphoblastoid
SAMN04280614	SRP066450	lymphoblastoid
SAMN04280464	SRP066450	lymphoblastoid
SAMN04280575	SRP066450	lymphoblastoid
SAMN04280752	SRP066450	lymphoblastoid
SAMN04280678	SRP066450	lymphoblastoid
SAMN04280580	SRP066450	lymphoblastoid
SAMN04280625	SRP066450	lymphoblastoid
SAMN04280520	SRP066450	lymphoblastoid
SAMN04280458	SRP066450	lymphoblastoid
SAMN04280585	SRP066450	lymphoblastoid
SAMN04280564	SRP066450	lymphoblastoid
SAMN04280543	SRP066450	lymphoblastoid
SAMN04280545	SRP066450	lymphoblastoid
SAMN04280385	SRP066450	lymphoblastoid
SAMN04280691	SRP066450	lymphoblastoid
SAMN04280727	SRP066450	lymphoblastoid
SAMN04280561	SRP066450	lymphoblastoid
SAMN04280644	SRP066450	lymphoblastoid
SAMN04280365	SRP066450	lymphoblastoid
SAMN04280618	SRP066450	lymphoblastoid
SAMN04280668	SRP066450	lymphoblastoid
SAMN04280390	SRP066450	lymphoblastoid
SAMN04280434	SRP066450	lymphoblastoid
SAMN04280421	SRP066450	lymphoblastoid
SAMN04280706	SRP066450	lymphoblastoid
SAMN04280749	SRP066450	lymphoblastoid
SAMN04280550	SRP066450	lymphoblastoid
SAMN04280411	SRP066450	lymphoblastoid
SAMN04280584	SRP066450	lymphoblastoid
SAMN04280735	SRP066450	lymphoblastoid
SAMN04280514	SRP066450	lymphoblastoid
SAMN04280747	SRP066450	lymphoblastoid
SAMN04280414	SRP066450	lymphoblastoid
SAMN04280648	SRP066450	lymphoblastoid
SAMN04280721	SRP066450	lymphoblastoid
SAMN04280517	SRP066450	lymphoblastoid
SAMN04280750	SRP066450	lymphoblastoid
SAMN04280568	SRP066450	lymphoblastoid
SAMN04280680	SRP066450	lymphoblastoid
SAMN04280698	SRP066450	lymphoblastoid
SAMN04280588	SRP066450	lymphoblastoid
SAMN04280732	SRP066450	lymphoblastoid
SAMN04280725	SRP066450	lymphoblastoid
SAMN04280731	SRP066450	lymphoblastoid
SAMN04280531	SRP066450	lymphoblastoid
SAMN04280539	SRP066450	lymphoblastoid
SAMN04280641	SRP066450	lymphoblastoid
SAMN04280456	SRP066450	lymphoblastoid
SAMN04280444	SRP066450	lymphoblastoid
SAMN04280507	SRP066450	lymphoblastoid
SAMN04280723	SRP066450	lymphoblastoid
SAMN04280559	SRP066450	lymphoblastoid
SAMN04280616	SRP066450	lymphoblastoid
SAMN04280381	SRP066450	lymphoblastoid
SAMN04280413	SRP066450	lymphoblastoid
SAMN04280536	SRP066450	lymphoblastoid
SAMN04280369	SRP066450	lymphoblastoid
SAMN04280662	SRP066450	lymphoblastoid
SAMN04280753	SRP066450	lymphoblastoid
SAMN04280576	SRP066450	lymphoblastoid
SAMN04280650	SRP066450	lymphoblastoid
SAMN04280439	SRP066450	lymphoblastoid
SAMN04280482	SRP066450	lymphoblastoid
SAMN04280617	SRP066450	lymphoblastoid
SAMN04280480	SRP066450	lymphoblastoid
SAMN04280661	SRP066450	lymphoblastoid
SAMN04280574	SRP066450	lymphoblastoid
SAMN04280627	SRP066450	lymphoblastoid
SAMN04280373	SRP066450	lymphoblastoid
SAMN04280669	SRP066450	lymphoblastoid
SAMN04280613	SRP066450	lymphoblastoid
SAMN04280565	SRP066450	lymphoblastoid
SAMN04280728	SRP066450	lymphoblastoid
SAMN04280653	SRP066450	lymphoblastoid
SAMN04280716	SRP066450	lymphoblastoid
SAMN04280743	SRP066450	lymphoblastoid
SAMN04280492	SRP066450	lymphoblastoid
SAMN04280645	SRP066450	lymphoblastoid
SAMN04280454	SRP066450	lymphoblastoid
SAMN04280463	SRP066450	lymphoblastoid
SAMN04280633	SRP066450	lymphoblastoid
SAMN04280663	SRP066450	lymphoblastoid
SAMN04280428	SRP066450	lymphoblastoid
SAMN04280419	SRP066450	lymphoblastoid
SAMN04280582	SRP066450	lymphoblastoid
SAMN04280423	SRP066450	lymphoblastoid
SAMN04280389	SRP066450	lymphoblastoid
SAMN04280455	SRP066450	lymphoblastoid
SAMN04280710	SRP066450	lymphoblastoid
SAMN04280460	SRP066450	lymphoblastoid
SAMN04280493	SRP066450	lymphoblastoid
SAMN04280443	SRP066450	lymphoblastoid
SAMN04280451	SRP066450	lymphoblastoid
SAMN04280406	SRP066450	lymphoblastoid
SAMN04280623	SRP066450	lymphoblastoid
SAMN04280474	SRP066450	lymphoblastoid
SAMN04280733	SRP066450	lymphoblastoid
SAMN04280608	SRP066450	lymphoblastoid
SAMN04280646	SRP066450	lymphoblastoid
SAMN04280636	SRP066450	lymphoblastoid
SAMN04280651	SRP066450	lymphoblastoid
SAMN04280465	SRP066450	lymphoblastoid
SAMN04280704	SRP066450	lymphoblastoid
SAMN04280632	SRP066450	lymphoblastoid
SAMN04280748	SRP066450	lymphoblastoid
SAMN04280546	SRP066450	lymphoblastoid
SAMN04280544	SRP066450	lymphoblastoid
SAMN04280473	SRP066450	lymphoblastoid
SAMN04280395	SRP066450	lymphoblastoid
SAMN04280673	SRP066450	lymphoblastoid
SAMN04280549	SRP066450	lymphoblastoid
SAMN04280610	SRP066450	lymphoblastoid
SAMN04280372	SRP066450	lymphoblastoid
SAMN04280569	SRP066450	lymphoblastoid
SAMN04280528	SRP066450	lymphoblastoid
SAMN04280457	SRP066450	lymphoblastoid
SAMN04280609	SRP066450	lymphoblastoid
SAMN04280527	SRP066450	lymphoblastoid
SAMN04280640	SRP066450	lymphoblastoid
SAMN04280726	SRP066450	lymphoblastoid
SAMN04280757	SRP066450	lymphoblastoid
SAMN04280573	SRP066450	lymphoblastoid
SAMN04280477	SRP066450	lymphoblastoid
SAMN04280563	SRP066450	lymphoblastoid
SAMN04280751	SRP066450	lymphoblastoid
SAMN04280399	SRP066450	lymphoblastoid
SAMN04280530	SRP066450	lymphoblastoid
SAMN04280711	SRP066450	lymphoblastoid
SAMN04280491	SRP066450	lymphoblastoid
SAMN04280685	SRP066450	lymphoblastoid
SAMN04280658	SRP066450	lymphoblastoid
SAMN04280374	SRP066450	lymphoblastoid
SAMN04280656	SRP066450	lymphoblastoid
SAMN04280467	SRP066450	lymphoblastoid
SAMN04280696	SRP066450	lymphoblastoid
SAMN04280671	SRP066450	lymphoblastoid
SAMN04280424	SRP066450	lymphoblastoid
SAMN04280689	SRP066450	lymphoblastoid
SAMN04280498	SRP066450	lymphoblastoid
SAMN04280392	SRP066450	lymphoblastoid
SAMN04280476	SRP066450	lymphoblastoid
SAMN04280548	SRP066450	lymphoblastoid
SAMN04280660	SRP066450	lymphoblastoid
SAMN04280508	SRP066450	lymphoblastoid
SAMN04280643	SRP066450	lymphoblastoid
SAMN04280572	SRP066450	lymphoblastoid
SAMN04280449	SRP066450	lymphoblastoid
SAMN04280407	SRP066450	lymphoblastoid
SAMN04280702	SRP066450	lymphoblastoid
SAMN04280556	SRP066450	lymphoblastoid
SAMN04280368	SRP066450	lymphoblastoid
SAMN04280416	SRP066450	lymphoblastoid
SAMN04280402	SRP066450	lymphoblastoid
SAMN04280425	SRP066450	lymphoblastoid
SAMN04280447	SRP066450	lymphoblastoid
SAMN04280427	SRP066450	lymphoblastoid
SAMN04280506	SRP066450	lymphoblastoid
SAMN04280586	SRP066450	lymphoblastoid
SAMN04280683	SRP066450	lymphoblastoid
SAMN04280589	SRP066450	lymphoblastoid
SAMN04280615	SRP066450	lymphoblastoid
SAMN04280566	SRP066450	lymphoblastoid
SAMN04280532	SRP066450	lymphoblastoid
SAMN04280509	SRP066450	lymphoblastoid
SAMN04280624	SRP066450	lymphoblastoid
SAMN04280687	SRP066450	lymphoblastoid
SAMN04280500	SRP066450	lymphoblastoid
SAMN04280675	SRP066450	lymphoblastoid
SAMN04280649	SRP066450	lymphoblastoid
SAMN04280642	SRP066450	lymphoblastoid
SAMN04280724	SRP066450	lymphoblastoid
SAMN04280619	SRP066450	lymphoblastoid
SAMN04280519	SRP066450	lymphoblastoid
SAMN04280746	SRP066450	lymphoblastoid
SAMN04280647	SRP066450	lymphoblastoid
SAMN04280503	SRP066450	lymphoblastoid
SAMN04280553	SRP066450	lymphoblastoid
SAMN04280705	SRP066450	lymphoblastoid
SAMN04280410	SRP066450	lymphoblastoid
SAMN04280547	SRP066450	lymphoblastoid
SAMN04280417	SRP066450	lymphoblastoid
SAMN04280738	SRP066450	lymphoblastoid
SAMN04280714	SRP066450	lymphoblastoid
SAMN04280533	SRP066450	lymphoblastoid
SAMN04280581	SRP066450	lymphoblastoid
SAMN04280489	SRP066450	lymphoblastoid
SAMN04280554	SRP066450	lymphoblastoid
SAMN04280630	SRP066450	lymphoblastoid
SAMN04280505	SRP066450	lymphoblastoid
SAMN04280431	SRP066450	lymphoblastoid
SAMN04280677	SRP066450	lymphoblastoid
SAMN04280523	SRP066450	lymphoblastoid
SAMN04280674	SRP066450	lymphoblastoid
SAMN04280620	SRP066450	lymphoblastoid
SAMN04280628	SRP066450	lymphoblastoid
SAMN04280701	SRP066450	lymphoblastoid
SAMN04280570	SRP066450	lymphoblastoid
SAMN04280734	SRP066450	lymphoblastoid
SAMN04280462	SRP066450	lymphoblastoid
SAMN04280461	SRP066450	lymphoblastoid
SAMN04280430	SRP066450	lymphoblastoid
SAMN04280446	SRP066450	lymphoblastoid
SAMN04280557	SRP066450	lymphoblastoid
SAMN04280377	SRP066450	lymphoblastoid
SAMN04280383	SRP066450	lymphoblastoid
SAMN04280583	SRP066450	lymphoblastoid
SAMN04280499	SRP066450	lymphoblastoid
SAMN04280387	SRP066450	lymphoblastoid
SAMN04280742	SRP066450	lymphoblastoid
SAMN04280405	SRP066450	lymphoblastoid
SAMN04280408	SRP066450	lymphoblastoid
SAMN04280626	SRP066450	lymphoblastoid
SAMN04280695	SRP066450	lymphoblastoid
SAMN04280526	SRP066450	lymphoblastoid
SAMN04280719	SRP066450	lymphoblastoid
SAMN04280398	SRP066450	lymphoblastoid
SAMN04280681	SRP066450	lymphoblastoid
SAMN04280394	SRP066450	lymphoblastoid
SAMN04280717	SRP066450	lymphoblastoid
SAMN04280679	SRP066450	lymphoblastoid
SAMN04280730	SRP066450	lymphoblastoid
SAMN04280708	SRP066450	lymphoblastoid
SAMN04280386	SRP066450	lymphoblastoid
SAMN04280578	SRP066450	lymphoblastoid
SAMN04280366	SRP066450	lymphoblastoid
SAMN04280494	SRP066450	lymphoblastoid
SAMN04280432	SRP066450	lymphoblastoid
SAMN04280448	SRP066450	lymphoblastoid
SAMN04280370	SRP066450	lymphoblastoid
SAMN04280466	SRP066450	lymphoblastoid
SAMN04280659	SRP066450	lymphoblastoid
SAMN04280720	SRP066450	lymphoblastoid
SAMN04280622	SRP066450	lymphoblastoid
SAMN04280688	SRP066450	lymphoblastoid
SAMN04280737	SRP066450	lymphoblastoid
SAMN04280502	SRP066450	lymphoblastoid
SAMN04280739	SRP066450	lymphoblastoid
SAMN04280666	SRP066450	lymphoblastoid
SAMN04280712	SRP066450	lymphoblastoid
SAMN04280667	SRP066450	lymphoblastoid
SAMN04280512	SRP066450	lymphoblastoid
SAMN04280471	SRP066450	lymphoblastoid
SAMN04280670	SRP066450	lymphoblastoid
SAMN04280475	SRP066450	lymphoblastoid
SAMN04280384	SRP066450	lymphoblastoid
SAMN04280382	SRP066450	lymphoblastoid
SAMN04280510	SRP066450	lymphoblastoid
SAMN04280722	SRP066450	lymphoblastoid
SAMN04280418	SRP066450	lymphoblastoid
SAMN04280707	SRP066450	lymphoblastoid
SAMN04280562	SRP066450	lymphoblastoid
SAMN04280440	SRP066450	lymphoblastoid
SAMN04280629	SRP066450	lymphoblastoid
SAMN04280699	SRP066450	lymphoblastoid
SAMN04280472	SRP066450	lymphoblastoid
SAMN04280388	SRP066450	lymphoblastoid
SAMN04280469	SRP066450	lymphoblastoid
SAMN04280754	SRP066450	lymphoblastoid
SAMN04280459	SRP066450	lymphoblastoid
SAMN04280538	SRP066450	lymphoblastoid
SAMN04280496	SRP066450	lymphoblastoid
SAMN04280551	SRP066450	lymphoblastoid
SAMN04280684	SRP066450	lymphoblastoid
SAMN04280700	SRP066450	lymphoblastoid
SAMN04280516	SRP066450	lymphoblastoid
SAMN04280380	SRP066450	lymphoblastoid
SAMN04280488	SRP066450	lymphoblastoid
SAMN04280577	SRP066450	lymphoblastoid
SAMN04280438	SRP066450	lymphoblastoid
SAMN04280479	SRP066450	lymphoblastoid
SAMN04280403	SRP066450	lymphoblastoid
SAMN04280375	SRP066450	lymphoblastoid
SAMN04280664	SRP066450	lymphoblastoid
SAMN04280529	SRP066450	lymphoblastoid
SAMN04280571	SRP066450	lymphoblastoid
SAMN04280709	SRP066450	lymphoblastoid
SAMN04280631	SRP066450	lymphoblastoid
SAMN04292930	SRP066619	melanoma
SAMN04292924	SRP066619	melanoma
SAMN04292927	SRP066619	melanoma
SAMN04292925	SRP066619	melanoma
SAMN04292932	SRP066619	melanoma
SAMN04292931	SRP066619	melanoma
SAMN04292928	SRP066619	melanoma
SAMN04292923	SRP066619	melanoma
SAMN04301585	SRP066789	lung
SAMN04301584	SRP066789	lung
SAMN04301582	SRP066789	lung
SAMN04301580	SRP066789	lung
SAMN04301581	SRP066789	lung
SAMN04301583	SRP066789	lung
SAMN04301596	SRP066793	lung
SAMN04301597	SRP066793	lung
SAMN04301598	SRP066793	lung
